Customer_id,recency,history_segment,history,mens,womens,zip_code,newbie,channel,type,conversion,spend
7225,5,3) $200 - $350,263.82,0,1,Urban,1,Web,Mens and Womens merchandise,0,0
7226,8,2) $100 - $200,198.33,1,0,Rural,1,Web,No merchandise,1,16
7227,5,3) $200 - $350,320.43,1,1,Suburban,0,Web,Mens and Womens merchandise,0,0
7228,3,2) $100 - $200,112.6,1,0,Urban,0,Phone,Mens and Womens merchandise,0,0
7229,3,"7) $1,000 +",1372.66,1,0,Suburban,1,Phone,No merchandise,0,0
7230,9,1) $0 - $100,29.99,1,0,Suburban,0,Phone,No merchandise,1,0
7231,5,1) $0 - $100,81.24,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
7232,12,1) $0 - $100,48.18,0,1,Urban,0,Web,Mens and Womens merchandise,0,0
7233,1,1) $0 - $100,30.26,1,0,Urban,0,Phone,No merchandise,0,0
7234,11,"6) $750 - $1,000",752.37,1,0,Suburban,1,Multichannel,No merchandise,0,0
7235,3,1) $0 - $100,45.91,1,0,Suburban,0,Phone,Mens and Womens merchandise,0,0
7236,10,1) $0 - $100,84.36,0,1,Urban,0,Web,Mens and Womens merchandise,1,0
7237,10,1) $0 - $100,63.53,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
7238,4,1) $0 - $100,29.99,1,0,Rural,0,Web,No merchandise,0,0
7239,5,2) $100 - $200,134.21,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
7240,5,2) $100 - $200,103.65,1,0,Suburban,1,Phone,No merchandise,0,0
7241,9,1) $0 - $100,60.25,0,1,Suburban,1,Web,No merchandise,0,0
7242,2,4) $350 - $500,350.36,1,0,Urban,1,Phone,Mens and Womens merchandise,0,0
7243,11,1) $0 - $100,29.99,0,1,Rural,1,Phone,No merchandise,0,0
7244,5,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens and Womens merchandise,0,0
7245,5,1) $0 - $100,29.99,1,0,Suburban,0,Web,No merchandise,0,0
7246,1,2) $100 - $200,165.74,1,0,Rural,1,Phone,Mens and Womens merchandise,0,0
7247,1,4) $350 - $500,463.16,1,1,Urban,0,Multichannel,Mens and Womens merchandise,0,0
7248,1,3) $200 - $350,248.43,1,0,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
7249,9,4) $350 - $500,414.75,1,1,Suburban,0,Phone,No merchandise,0,0
7250,6,3) $200 - $350,268.54,0,1,Urban,1,Phone,No merchandise,0,0
7251,10,2) $100 - $200,115.33,1,0,Suburban,1,Phone,No merchandise,0,0
7252,6,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens and Womens merchandise,0,0
7253,10,1) $0 - $100,37.42,1,0,Urban,0,Phone,No merchandise,0,0
7254,1,5) $500 - $750,648.38,1,1,Rural,1,Multichannel,Mens and Womens merchandise,1,0
7255,7,2) $100 - $200,111.25,1,0,Suburban,1,Phone,No merchandise,0,0
7256,9,4) $350 - $500,374.59,1,0,Suburban,0,Phone,No merchandise,0,0
7257,1,2) $100 - $200,111.37,0,1,Suburban,1,Web,No merchandise,0,0
7258,7,2) $100 - $200,171.61,0,1,Suburban,0,Web,Mens and Womens merchandise,1,0
7259,1,"7) $1,000 +",1215.3,0,1,Suburban,1,Web,No merchandise,0,0
7260,2,3) $200 - $350,234.41,0,1,Rural,0,Phone,No merchandise,0,0
7261,11,2) $100 - $200,117.01,1,0,Suburban,0,Web,No merchandise,0,0
7262,10,1) $0 - $100,29.99,0,1,Suburban,0,Phone,No merchandise,0,0
7263,12,4) $350 - $500,475.59,0,1,Suburban,0,Web,Mens and Womens merchandise,1,0
7264,11,1) $0 - $100,53.38,0,1,Urban,0,Web,No merchandise,0,0
7265,2,4) $350 - $500,391.33,1,0,Suburban,0,Web,No merchandise,0,0
7266,10,1) $0 - $100,54.9,1,0,Suburban,0,Phone,Mens and Womens merchandise,0,0
7267,3,5) $500 - $750,538.5,1,1,Urban,1,Phone,No merchandise,0,0
7268,4,5) $500 - $750,520,1,0,Rural,1,Web,No merchandise,0,0
7269,1,4) $350 - $500,493.48,0,1,Suburban,1,Multichannel,No merchandise,0,0
7270,2,1) $0 - $100,29.99,0,1,Rural,1,Web,No merchandise,1,0
7271,1,1) $0 - $100,80.53,1,0,Suburban,0,Web,No merchandise,0,0
7272,8,1) $0 - $100,29.99,1,0,Suburban,0,Phone,No merchandise,0,0
7273,10,1) $0 - $100,88.37,0,1,Urban,0,Phone,Mens and Womens merchandise,1,29.99
7274,1,1) $0 - $100,29.99,0,1,Suburban,1,Web,No merchandise,1,0
7275,2,"6) $750 - $1,000",779.62,0,1,Urban,1,Multichannel,No merchandise,1,0
7276,10,"7) $1,000 +",1190.6,1,1,Suburban,1,Phone,Mens and Womens merchandise,0,0
7277,2,4) $350 - $500,351.18,0,1,Rural,0,Phone,No merchandise,1,0
7278,10,1) $0 - $100,67.09,1,0,Suburban,0,Phone,No merchandise,0,0
7279,8,1) $0 - $100,49.59,1,0,Urban,1,Phone,Mens and Womens merchandise,0,0
7280,2,"7) $1,000 +",1425.87,0,1,Suburban,1,Web,No merchandise,1,0
7281,10,"6) $750 - $1,000",941.14,1,1,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
7282,2,2) $100 - $200,166.78,0,1,Rural,1,Web,No merchandise,0,0
7283,1,4) $350 - $500,408.67,1,0,Rural,1,Web,Mens and Womens merchandise,0,0
7284,1,3) $200 - $350,284.71,0,1,Suburban,0,Phone,Mens and Womens merchandise,0,0
7285,4,2) $100 - $200,105.01,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
7286,11,2) $100 - $200,131.07,0,1,Urban,1,Phone,No merchandise,0,0
7287,7,2) $100 - $200,146.12,1,0,Suburban,1,Phone,Mens and Womens merchandise,0,0
7288,5,4) $350 - $500,353.65,1,0,Urban,0,Web,No merchandise,0,0
7289,11,2) $100 - $200,122.31,0,1,Suburban,1,Web,No merchandise,0,0
7290,6,3) $200 - $350,247.63,1,0,Urban,0,Web,No merchandise,1,17
7291,1,1) $0 - $100,29.99,0,1,Suburban,0,Web,No merchandise,0,0
7292,6,1) $0 - $100,31.57,0,1,Suburban,1,Phone,Mens and Womens merchandise,0,0
7293,1,4) $350 - $500,396.65,1,1,Suburban,0,Web,Mens and Womens merchandise,0,0
7294,2,5) $500 - $750,574.39,0,1,Rural,1,Multichannel,Mens and Womens merchandise,0,0
7295,6,3) $200 - $350,239.52,1,0,Suburban,0,Phone,Mens and Womens merchandise,0,0
7296,6,3) $200 - $350,328.42,0,1,Suburban,1,Multichannel,No merchandise,0,0
7297,5,3) $200 - $350,279.91,1,0,Urban,0,Multichannel,Mens and Womens merchandise,0,0
7298,4,2) $100 - $200,159.24,1,0,Urban,0,Web,Mens and Womens merchandise,0,0
7299,4,1) $0 - $100,51.8,0,1,Urban,0,Web,Mens and Womens merchandise,0,0
7300,6,5) $500 - $750,628.73,1,1,Suburban,1,Phone,No merchandise,0,0
7301,1,3) $200 - $350,227.53,1,1,Urban,0,Web,No merchandise,0,0
7302,4,5) $500 - $750,722.98,1,1,Rural,1,Web,No merchandise,0,0
7303,7,1) $0 - $100,42.86,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
7304,9,1) $0 - $100,29.99,0,1,Suburban,0,Web,Mens and Womens merchandise,0,0
7305,1,1) $0 - $100,40.87,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
7306,3,1) $0 - $100,29.99,0,1,Suburban,1,Web,No merchandise,1,150.72
7307,9,3) $200 - $350,236.31,0,1,Suburban,0,Multichannel,No merchandise,0,0
7308,2,2) $100 - $200,124.35,0,1,Suburban,1,Phone,No merchandise,0,0
7309,6,3) $200 - $350,345.35,1,0,Urban,0,Web,Mens and Womens merchandise,0,0
7310,3,4) $350 - $500,427.78,1,0,Urban,0,Multichannel,Mens and Womens merchandise,0,0
7311,5,2) $100 - $200,144.13,0,1,Urban,1,Web,Mens and Womens merchandise,0,0
7312,4,3) $200 - $350,246.6,1,0,Suburban,0,Phone,No merchandise,0,0
7313,2,3) $200 - $350,333.87,1,0,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
7314,6,2) $100 - $200,106.52,1,0,Urban,1,Phone,No merchandise,0,0
7315,4,5) $500 - $750,637.52,1,0,Urban,1,Phone,No merchandise,0,0
7316,2,3) $200 - $350,257.3,1,0,Urban,1,Multichannel,Mens and Womens merchandise,0,0
7317,3,1) $0 - $100,94.16,0,1,Urban,1,Phone,No merchandise,0,0
7318,4,2) $100 - $200,185.31,1,0,Urban,1,Phone,No merchandise,0,0
7319,9,1) $0 - $100,33.63,0,1,Rural,0,Phone,No merchandise,0,0
7320,9,3) $200 - $350,328.2,1,0,Urban,1,Phone,Mens and Womens merchandise,0,0
7321,2,1) $0 - $100,47.06,1,0,Urban,0,Web,No merchandise,0,0
7322,2,3) $200 - $350,200.29,0,1,Urban,0,Phone,Mens and Womens merchandise,0,0
7323,12,1) $0 - $100,61.52,0,1,Urban,0,Phone,No merchandise,0,0
7324,2,2) $100 - $200,167.43,1,0,Urban,1,Web,No merchandise,0,0
7325,9,2) $100 - $200,109.33,1,0,Urban,1,Web,Mens and Womens merchandise,0,0
7326,7,2) $100 - $200,194.12,1,0,Rural,1,Web,No merchandise,0,0
7327,9,1) $0 - $100,29.99,0,1,Suburban,0,Web,Mens and Womens merchandise,0,0
7328,7,2) $100 - $200,108.46,0,1,Suburban,0,Web,Mens and Womens merchandise,0,0
7329,9,2) $100 - $200,146.75,1,0,Suburban,0,Web,No merchandise,1,0
7330,6,2) $100 - $200,105.91,0,1,Suburban,0,Phone,Mens and Womens merchandise,0,0
7331,8,2) $100 - $200,146.29,0,1,Urban,0,Phone,No merchandise,0,0
7332,11,1) $0 - $100,69.28,1,0,Urban,1,Web,No merchandise,1,0
7333,1,1) $0 - $100,29.99,0,1,Suburban,1,Phone,Mens and Womens merchandise,1,0
7334,6,1) $0 - $100,29.99,1,0,Suburban,1,Phone,No merchandise,0,0
7335,10,1) $0 - $100,62.47,0,1,Urban,1,Web,No merchandise,0,0
7336,11,2) $100 - $200,139.62,1,0,Urban,1,Web,Mens and Womens merchandise,0,0
7337,6,4) $350 - $500,448.46,0,1,Rural,1,Multichannel,Mens and Womens merchandise,0,0
7338,6,3) $200 - $350,254.03,1,1,Suburban,1,Web,No merchandise,0,0
7339,2,1) $0 - $100,29.99,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
7340,1,5) $500 - $750,506.08,1,0,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
7341,5,3) $200 - $350,241.01,1,1,Urban,0,Web,Mens and Womens merchandise,0,0
7342,9,3) $200 - $350,306.14,1,1,Suburban,0,Web,No merchandise,0,0
7343,5,3) $200 - $350,258.22,1,0,Suburban,1,Multichannel,No merchandise,0,0
7344,9,2) $100 - $200,171.17,0,1,Urban,0,Web,No merchandise,0,0
7345,2,2) $100 - $200,160.71,0,1,Suburban,1,Web,No merchandise,0,0
7346,12,4) $350 - $500,410.71,0,1,Urban,0,Multichannel,No merchandise,0,0
7347,5,1) $0 - $100,29.99,1,0,Urban,0,Web,No merchandise,0,0
7348,1,3) $200 - $350,324.42,1,0,Suburban,0,Phone,Mens and Womens merchandise,0,0
7349,4,2) $100 - $200,121.4,1,0,Suburban,0,Phone,Mens and Womens merchandise,0,0
7350,12,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens and Womens merchandise,0,0
7351,1,4) $350 - $500,429.02,0,1,Suburban,0,Multichannel,No merchandise,1,0
7352,1,1) $0 - $100,29.99,0,1,Urban,1,Web,No merchandise,0,0
7353,2,2) $100 - $200,136.46,1,0,Suburban,0,Phone,No merchandise,0,0
7354,10,1) $0 - $100,39.21,1,0,Rural,0,Phone,Mens and Womens merchandise,0,0
7355,2,1) $0 - $100,78.48,1,0,Rural,0,Web,Mens and Womens merchandise,0,0
7356,11,3) $200 - $350,251.35,1,1,Urban,1,Multichannel,Mens and Womens merchandise,0,0
7357,3,4) $350 - $500,479.96,1,0,Urban,1,Web,Mens and Womens merchandise,1,0
7358,7,1) $0 - $100,80.64,1,0,Suburban,1,Web,No merchandise,0,0
7359,6,1) $0 - $100,29.99,0,1,Rural,0,Phone,No merchandise,0,0
7360,1,4) $350 - $500,497.61,0,1,Suburban,0,Multichannel,No merchandise,0,0
7361,11,1) $0 - $100,97.27,1,0,Urban,1,Phone,Mens and Womens merchandise,0,0
7362,11,2) $100 - $200,188.06,0,1,Suburban,1,Web,No merchandise,0,0
7363,1,3) $200 - $350,340.84,1,0,Suburban,1,Web,No merchandise,1,0
7364,5,2) $100 - $200,124.21,1,0,Suburban,1,Phone,Mens and Womens merchandise,0,0
7365,2,4) $350 - $500,407.1,0,1,Rural,1,Web,No merchandise,0,0
7366,6,1) $0 - $100,50.88,0,1,Urban,1,Web,Mens and Womens merchandise,1,0
7367,2,3) $200 - $350,204.3,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
7368,1,3) $200 - $350,204.09,1,0,Suburban,0,Web,Mens and Womens merchandise,1,0
7369,6,3) $200 - $350,262.7,0,1,Rural,0,Phone,No merchandise,0,0
7370,1,2) $100 - $200,132.35,0,1,Suburban,1,Web,No merchandise,0,0
7371,3,3) $200 - $350,307.27,0,1,Urban,0,Web,Mens and Womens merchandise,0,0
7372,9,3) $200 - $350,261.68,1,0,Rural,0,Phone,No merchandise,1,0
7373,4,2) $100 - $200,122.48,1,0,Rural,1,Phone,Mens and Womens merchandise,0,0
7374,9,1) $0 - $100,72.53,0,1,Suburban,1,Phone,Mens and Womens merchandise,0,0
7375,9,1) $0 - $100,87.96,0,1,Suburban,1,Web,No merchandise,0,0
7376,5,2) $100 - $200,126.38,1,0,Urban,1,Web,Mens and Womens merchandise,0,0
7377,10,1) $0 - $100,63.88,1,0,Urban,0,Phone,No merchandise,1,16
7378,3,4) $350 - $500,441.13,1,1,Suburban,0,Phone,No merchandise,1,123.87
7379,10,3) $200 - $350,237.12,1,0,Urban,1,Web,Mens and Womens merchandise,0,0
7380,6,1) $0 - $100,73.01,0,1,Suburban,1,Phone,Mens and Womens merchandise,0,0
7381,10,1) $0 - $100,29.99,0,1,Suburban,0,Phone,Mens and Womens merchandise,0,0
7382,2,1) $0 - $100,29.99,1,0,Suburban,1,Phone,Mens and Womens merchandise,0,0
7383,11,1) $0 - $100,29.99,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
7384,1,4) $350 - $500,498.42,1,1,Rural,0,Phone,No merchandise,1,0
7385,9,2) $100 - $200,120.31,0,1,Urban,1,Phone,Mens and Womens merchandise,0,0
7386,4,3) $200 - $350,240.41,1,0,Urban,1,Phone,Mens and Womens merchandise,1,0
7387,7,1) $0 - $100,29.99,1,0,Rural,1,Phone,No merchandise,0,0
7388,10,3) $200 - $350,336.03,1,0,Suburban,1,Web,No merchandise,0,0
7389,4,1) $0 - $100,29.99,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
7390,10,3) $200 - $350,340.02,0,1,Rural,0,Web,No merchandise,1,0
7391,3,3) $200 - $350,347.56,1,0,Rural,1,Web,No merchandise,0,0
7392,11,1) $0 - $100,36.27,1,0,Urban,1,Web,Mens and Womens merchandise,0,0
7393,10,2) $100 - $200,149.57,0,1,Rural,0,Web,No merchandise,0,0
7394,6,1) $0 - $100,36.64,0,1,Urban,1,Web,Mens and Womens merchandise,0,0
7395,5,1) $0 - $100,29.99,0,1,Suburban,1,Web,No merchandise,0,0
7396,9,3) $200 - $350,218.31,0,1,Suburban,0,Web,Mens and Womens merchandise,1,0
7397,10,2) $100 - $200,143.51,0,1,Rural,1,Phone,No merchandise,0,0
7398,2,4) $350 - $500,454.04,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
7399,1,3) $200 - $350,219.66,1,0,Suburban,1,Multichannel,No merchandise,0,0
7400,2,3) $200 - $350,236.43,1,1,Urban,1,Phone,Mens and Womens merchandise,0,0
7401,11,3) $200 - $350,230.84,1,0,Rural,1,Web,Mens and Womens merchandise,0,0
7402,1,1) $0 - $100,65.6,1,0,Urban,1,Web,No merchandise,1,0
7403,3,"7) $1,000 +",1232.94,0,1,Suburban,1,Web,No merchandise,0,0
7404,7,2) $100 - $200,190.78,1,0,Urban,0,Web,Mens and Womens merchandise,0,0
7405,12,4) $350 - $500,353.84,1,0,Urban,0,Web,No merchandise,0,0
7406,6,2) $100 - $200,100.56,0,1,Urban,0,Phone,No merchandise,0,0
7407,3,4) $350 - $500,414.84,1,1,Urban,0,Multichannel,No merchandise,0,0
7408,10,2) $100 - $200,182.24,1,0,Urban,0,Web,Mens and Womens merchandise,0,0
7409,1,3) $200 - $350,327.73,1,1,Rural,1,Phone,No merchandise,1,0
7410,12,3) $200 - $350,334.12,0,1,Suburban,0,Phone,Mens and Womens merchandise,0,0
7411,4,5) $500 - $750,729.94,1,1,Suburban,1,Phone,Mens and Womens merchandise,0,0
7412,3,1) $0 - $100,86.1,1,0,Suburban,0,Phone,No merchandise,0,0
7413,8,2) $100 - $200,180.51,1,0,Urban,0,Web,No merchandise,0,0
7414,2,2) $100 - $200,103.53,0,1,Suburban,0,Web,No merchandise,0,0
7415,7,1) $0 - $100,36.23,0,1,Suburban,0,Web,Mens and Womens merchandise,1,0
7416,3,"6) $750 - $1,000",839.09,1,1,Urban,1,Multichannel,No merchandise,0,0
7417,1,3) $200 - $350,315.77,0,1,Suburban,0,Web,No merchandise,0,0
7418,3,3) $200 - $350,249.32,1,0,Suburban,1,Multichannel,No merchandise,0,0
7419,3,1) $0 - $100,89.1,1,0,Suburban,1,Web,Mens and Womens merchandise,0,0
7420,1,1) $0 - $100,73.76,1,0,Suburban,1,Phone,No merchandise,0,0
7421,9,4) $350 - $500,352.48,0,1,Urban,0,Phone,Mens and Womens merchandise,0,0
7422,5,1) $0 - $100,86.79,1,0,Rural,0,Phone,No merchandise,0,0
7423,11,2) $100 - $200,100.73,1,0,Urban,1,Phone,No merchandise,0,0
7424,2,1) $0 - $100,29.99,0,1,Suburban,1,Phone,Mens and Womens merchandise,0,0
7425,12,3) $200 - $350,200.59,1,1,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
7426,2,2) $100 - $200,103.71,1,0,Rural,0,Web,No merchandise,0,0
7427,7,2) $100 - $200,142.81,1,0,Suburban,1,Web,No merchandise,0,0
7428,2,1) $0 - $100,93.1,0,1,Rural,0,Phone,Mens and Womens merchandise,0,0
7429,11,3) $200 - $350,333.1,1,1,Urban,0,Multichannel,No merchandise,0,0
7430,1,1) $0 - $100,86.35,0,1,Urban,0,Phone,No merchandise,0,0
7431,7,3) $200 - $350,264.97,1,1,Suburban,1,Multichannel,No merchandise,1,16
7432,9,3) $200 - $350,220.35,0,1,Urban,0,Multichannel,Mens and Womens merchandise,1,0
7433,4,1) $0 - $100,46.11,1,0,Rural,0,Phone,Mens and Womens merchandise,0,0
7434,7,1) $0 - $100,44.99,1,0,Urban,0,Phone,Mens and Womens merchandise,0,0
7435,3,1) $0 - $100,29.99,0,1,Suburban,1,Web,No merchandise,0,0
7436,9,1) $0 - $100,29.99,1,0,Suburban,0,Phone,No merchandise,0,0
7437,1,2) $100 - $200,153.4,0,1,Suburban,0,Phone,Mens and Womens merchandise,0,0
7438,4,4) $350 - $500,368.48,0,1,Urban,1,Multichannel,Mens and Womens merchandise,0,0
7439,1,1) $0 - $100,29.99,0,1,Suburban,1,Phone,Mens and Womens merchandise,1,0
7440,9,3) $200 - $350,249.05,1,0,Urban,0,Multichannel,Mens and Womens merchandise,0,0
7441,1,3) $200 - $350,327.46,0,1,Urban,0,Phone,Mens and Womens merchandise,0,0
7442,2,4) $350 - $500,389.9,1,0,Urban,0,Web,Mens and Womens merchandise,1,0
7443,4,1) $0 - $100,34.24,1,0,Urban,0,Web,No merchandise,0,0
7444,3,3) $200 - $350,215.61,0,1,Urban,0,Web,Mens and Womens merchandise,0,0
7445,12,1) $0 - $100,29.99,1,0,Urban,0,Web,No merchandise,0,0
7446,7,5) $500 - $750,548.74,0,1,Urban,1,Phone,Mens and Womens merchandise,0,0
7447,9,1) $0 - $100,95.64,0,1,Rural,1,Web,Mens and Womens merchandise,0,0
7448,2,1) $0 - $100,82.58,1,0,Urban,1,Web,Mens and Womens merchandise,0,0
7449,3,1) $0 - $100,94.13,0,1,Rural,0,Phone,No merchandise,0,0
7450,12,1) $0 - $100,55.52,0,1,Urban,0,Web,No merchandise,0,0
7451,1,3) $200 - $350,231.74,0,1,Suburban,0,Web,Mens and Womens merchandise,0,0
7452,7,2) $100 - $200,175.36,1,0,Suburban,1,Web,No merchandise,0,0
7453,4,2) $100 - $200,184.47,0,1,Suburban,0,Phone,No merchandise,0,0
7454,6,1) $0 - $100,92.07,1,0,Urban,1,Web,No merchandise,1,16
7455,4,5) $500 - $750,666.04,0,1,Urban,1,Web,Mens and Womens merchandise,0,0
7456,6,1) $0 - $100,29.99,0,1,Suburban,1,Web,No merchandise,0,0
7457,4,1) $0 - $100,81.72,0,1,Suburban,1,Web,No merchandise,0,0
7458,3,3) $200 - $350,260.13,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
7459,9,3) $200 - $350,301.87,1,0,Urban,0,Web,Mens and Womens merchandise,1,0
7460,8,1) $0 - $100,29.99,1,0,Rural,1,Web,Mens and Womens merchandise,0,0
7461,7,2) $100 - $200,105.3,0,1,Suburban,1,Web,No merchandise,0,0
7462,7,2) $100 - $200,145.43,0,1,Suburban,1,Web,No merchandise,0,0
7463,1,"7) $1,000 +",1718.5,1,1,Suburban,1,Phone,Mens and Womens merchandise,0,0
7464,2,5) $500 - $750,593.23,0,1,Suburban,1,Phone,No merchandise,0,0
7465,3,2) $100 - $200,104.42,1,0,Suburban,0,Phone,Mens and Womens merchandise,0,0
7466,4,1) $0 - $100,45.21,1,0,Urban,1,Web,Mens and Womens merchandise,0,0
7467,2,1) $0 - $100,29.99,0,1,Suburban,1,Phone,Mens and Womens merchandise,0,0
7468,2,5) $500 - $750,736.57,1,1,Suburban,1,Phone,Mens and Womens merchandise,0,0
7469,2,1) $0 - $100,29.99,1,0,Suburban,0,Web,Mens and Womens merchandise,1,0
7470,1,3) $200 - $350,302.64,0,1,Urban,0,Phone,Mens and Womens merchandise,1,0
7471,10,"6) $750 - $1,000",927.23,1,1,Urban,1,Web,Mens and Womens merchandise,0,0
7472,1,3) $200 - $350,267.52,1,0,Urban,0,Multichannel,Mens and Womens merchandise,1,0
7473,2,"7) $1,000 +",1076.05,1,1,Urban,1,Phone,Mens and Womens merchandise,0,0
7474,9,1) $0 - $100,36.74,1,0,Urban,0,Phone,Mens and Womens merchandise,0,0
7475,5,1) $0 - $100,71.72,1,0,Rural,0,Phone,No merchandise,0,0
7476,2,5) $500 - $750,566.15,1,0,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
7477,5,2) $100 - $200,116.16,0,1,Urban,1,Phone,Mens and Womens merchandise,0,0
7478,1,3) $200 - $350,278.08,1,0,Urban,1,Phone,Mens and Womens merchandise,0,0
7479,9,1) $0 - $100,62.88,1,0,Urban,1,Web,No merchandise,0,0
7480,1,1) $0 - $100,29.99,0,1,Suburban,0,Web,No merchandise,1,16
7481,6,1) $0 - $100,96.16,0,1,Suburban,1,Web,No merchandise,0,0
7482,10,1) $0 - $100,58.8,1,0,Suburban,0,Phone,No merchandise,0,0
7483,6,2) $100 - $200,167.69,1,0,Rural,0,Web,Mens and Womens merchandise,0,0
7484,1,2) $100 - $200,199.95,0,1,Urban,1,Phone,Mens and Womens merchandise,1,0
7485,9,1) $0 - $100,29.99,1,0,Urban,0,Web,No merchandise,0,0
7486,2,5) $500 - $750,653.89,1,0,Suburban,1,Phone,No merchandise,1,15
7487,5,3) $200 - $350,253.31,1,1,Rural,0,Phone,Mens and Womens merchandise,0,0
7488,10,1) $0 - $100,29.99,0,1,Suburban,1,Phone,No merchandise,0,0
7489,5,3) $200 - $350,235.46,1,1,Urban,1,Web,No merchandise,0,0
7490,9,1) $0 - $100,46.41,0,1,Rural,1,Phone,No merchandise,0,0
7491,12,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens and Womens merchandise,0,0
7492,12,2) $100 - $200,142.16,1,0,Urban,1,Phone,No merchandise,0,0
7493,12,1) $0 - $100,29.99,0,1,Urban,1,Phone,No merchandise,0,0
7494,9,2) $100 - $200,179.51,1,0,Urban,0,Web,No merchandise,0,0
7495,2,3) $200 - $350,221.54,1,0,Urban,1,Web,No merchandise,0,0
7496,3,"6) $750 - $1,000",804.55,1,1,Urban,1,Web,Mens and Womens merchandise,0,0
7497,1,2) $100 - $200,115.94,0,1,Suburban,1,Phone,Mens and Womens merchandise,1,0
7498,2,"6) $750 - $1,000",928.65,1,1,Rural,1,Phone,Mens and Womens merchandise,0,0
7499,5,1) $0 - $100,67.31,1,0,Urban,0,Web,Mens and Womens merchandise,0,0
7500,6,2) $100 - $200,111.48,1,0,Urban,0,Web,Mens and Womens merchandise,0,0
7501,6,4) $350 - $500,401.75,0,1,Rural,1,Multichannel,No merchandise,0,0
7502,1,4) $350 - $500,445.29,1,1,Urban,1,Multichannel,Mens and Womens merchandise,0,0
7503,6,4) $350 - $500,420.22,0,1,Suburban,1,Multichannel,No merchandise,0,0
7504,1,4) $350 - $500,350.72,1,1,Suburban,0,Phone,Mens and Womens merchandise,0,0
7505,3,3) $200 - $350,294.03,1,0,Rural,1,Web,Mens and Womens merchandise,0,0
7506,2,"7) $1,000 +",1563.21,0,1,Urban,1,Phone,No merchandise,0,0
7507,12,3) $200 - $350,260.96,0,1,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
7508,8,1) $0 - $100,29.99,0,1,Urban,1,Web,No merchandise,1,17
7509,11,1) $0 - $100,49.53,1,0,Suburban,0,Phone,No merchandise,1,0
7510,3,3) $200 - $350,243.3,0,1,Rural,0,Web,No merchandise,0,0
7511,2,4) $350 - $500,487.78,1,0,Urban,1,Multichannel,Mens and Womens merchandise,0,0
7512,10,1) $0 - $100,29.99,0,1,Suburban,0,Phone,Mens and Womens merchandise,1,0
7513,1,3) $200 - $350,204.58,0,1,Rural,1,Web,Mens and Womens merchandise,0,0
7514,6,2) $100 - $200,185.58,1,0,Rural,1,Phone,No merchandise,0,0
7515,11,1) $0 - $100,29.99,1,0,Rural,1,Web,Mens and Womens merchandise,0,0
7516,1,5) $500 - $750,595.19,0,1,Urban,1,Multichannel,No merchandise,0,0
7517,9,4) $350 - $500,390.56,0,1,Suburban,1,Phone,Mens and Womens merchandise,1,0
7518,1,3) $200 - $350,275.96,1,0,Rural,0,Phone,No merchandise,0,0
7519,8,3) $200 - $350,244.52,0,1,Urban,1,Web,Mens and Womens merchandise,0,0
7520,2,2) $100 - $200,152.81,0,1,Suburban,0,Web,Mens and Womens merchandise,1,0
7521,3,"7) $1,000 +",1586.16,1,0,Urban,1,Web,No merchandise,0,0
7522,11,4) $350 - $500,363.66,1,0,Suburban,1,Web,Mens and Womens merchandise,0,0
7523,2,2) $100 - $200,166.9,0,1,Urban,1,Phone,Mens and Womens merchandise,0,0
7524,7,1) $0 - $100,56.78,1,0,Rural,1,Phone,No merchandise,0,0
7525,10,1) $0 - $100,46.54,1,0,Rural,1,Phone,Mens and Womens merchandise,0,0
7526,10,2) $100 - $200,119.32,0,1,Rural,0,Web,Mens and Womens merchandise,1,0
7527,2,4) $350 - $500,474.75,1,1,Suburban,0,Multichannel,Mens and Womens merchandise,1,0
7528,2,2) $100 - $200,157.29,1,0,Urban,1,Phone,Mens and Womens merchandise,0,0
7529,2,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens and Womens merchandise,0,0
7530,9,3) $200 - $350,306.79,1,0,Suburban,0,Web,Mens and Womens merchandise,1,0
7531,2,2) $100 - $200,154.43,1,0,Rural,1,Phone,No merchandise,0,0
